code,name,water_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitc_mg,bdd_pct,state,group
GP035,"Ikan selar, kering, mentah",43.0,194,38.0,3.5,,,15.5,20,200,1.0,,,,,,,,0.01,,,,,Olahan,Ikan dsb
GP036,"Ikan sepat, kering, mentah",30.0,289,38.0,14.0,,,18.0,40,100,0.7,,,,,,,,,,,,,Olahan,Ikan dsb
GP037,"Ikan sunu, asin, mentah",34.7,199,34.1,3.8,7.1,,20.3,94,92,2.2,377,57.0,0.10,3.2,2481,,,1.50,0.13,7.2,,,Olahan,Ikan dsb
GP038,"Ikan, tepung, mentah",4.3,316,60.1,6.5,22.4,,6.7,3196,1976,16.6,,,,,320,,,,,,,,Olahan,Ikan dsb
GP039,"Ikan Teri nasi, kering, mentah",34.5,144,32.5,0.6,,,32.4,1000,1000,3.0,312,,,,61,,,0.10,,,,,Olahan,Ikan dsb
GP040,"Ikan Teri, bubuk, mentah",15.0,277,60.0,2.3,1.8,,20.9,1209,1225,3.0,,,,,90,,,0.10,,,,,Olahan,Ikan dsb
GP041,"Ikan teri, kering, mentah",37.8,170,33.4,3.0,,,25.8,1200,1500,3.6,,,,,64,,,0.15,,,,,Olahan,Ikan dsb
GP042,"Ikan Teri, kering, tawar, mentah",16.7,331,68.7,4.2,,,10.4,2381,1500,23.4,,,,,61,,,0.10,,,,,Olahan,Ikan dsb
GP043,"Ikan Teri, tepung, mentah",5.2,347,48.8,6.4,19.6,,20.0,4608,1200,18.6,,,,,61,,130,1.12,,,,,Olahan,Ikan dsb
GP044,"Kerang, asap, mentah",9.3,393,38.9,13.3,29.4,,9.1,420,410,8.5,160,50.0,0.60,3.7,,,,0.30,1.70,0.2,,100,Olahan,Ikan dsb
GP045,"Kerang, dendeng, mentah",18.3,357,41.1,10.0,25.6,,5.0,217,904,5.2,,,,,,,329,0.27,,,,100,Olahan,Ikan dsb
GP046,"Rebon, kering, mentah",21.6,299,59.4,3.6,3.2,,12.2,2306,625,21.4,,,,,,,,0.06,,,,,Olahan,Ikan dsb
GP047,"Rebung laut, mentah",18.2,320,7.2,4.2,63.3,,7.1,240,570,6.6,20,1040.0,1.50,6.2,917,,,,,4.9,,,Olahan,Ikan dsb
GP048,Rusip,58.5,110,11.5,2.0,11.7,,16.3,479,348,7.1,,,,,,,,0.04,,,,100,Olahan,Ikan dsb
GP049,Sardines dalam kaleng,47.1,338,21.1,27.0,1.0,,3.8,354,434,3.5,,,,,76,,,0.10,,,,,Olahan,Ikan dsb
GP050,"Teripang, dendeng, mentah",12.5,462,39.1,32.4,3.5,,12.5,499,616,96.4,315,402.5,,,2,,144,1.37,,5.3,,100,Olahan,Ikan dsb
GP051,"Udang kering, mentah",14.9,278,62.6,4.1,2.2,,16.2,760,510,5.2,540,360.0,2.40,3.2,39,,,,,0.1,,,Olahan,Ikan dsb
GP052,"Udang papay, mentah",24.5,273,47.8,3.8,12.5,,11.5,1109,789,2.4,651,802.0,2.60,10.8,,,,,,,,,Olahan,Ikan dsb
GP053,Abon haruwan,11.6,513,23.7,37.0,21.3,,6.4,25,25,0.5,61,15.0,,0.2,,,,,,,,100,Olahan,Ikan dsb
GP054,Abon ikan,6.4,435,27.2,20.2,36.1,,10.1,,,,,,,,,,,,0.80,24.3,,100,Olahan,Ikan dsb
GP055,"Betok wadi, masakan",69.2,145,16.3,7.0,4.1,,3.4,405,523,1.8,69,203.0,1.00,1.3,,,,0.22,,,,,Olahan,Ikan dsb
GP056,"Bou ninahu ndamate, masakan",79.5,79,6.3,1.0,1.1,,2.1,,,,67,,,,691,,,0.10,,0.1,,,Olahan,Ikan dsb
GP057,"Bouiki ninahu nggaluku, masakan",73.9,94,7.8,2.2,10.8,,5.3,,,,58,179.4,,1.5,,,,0.50,0.03,2.4,,,Olahan,Ikan dsb
GP058,Cakalang asar (asap papua),64.3,155,20.1,3.8,10.2,,1.6,20,240,2.1,90,390.0,0.30,0.1,86,,,,0.70,0.2,,,Olahan,Ikan dsb
GP059,"Dendeng belut, goreng",8.2,382,55.7,14.1,8.0,,14.0,1069,654,15.4,,,,,28,,1480,0.48,,,,,Olahan,Ikan dsb
GP060,"Dendeng mujahir, goreng",6.5,598,74.3,26.9,9.2,,13.1,1957,1447,7.4,,,,,18,,25,0.19,,,,,Olahan,Ikan dsb
GP061,Fillet o-fish,51.0,270,12.3,15.9,19.3,0.2,1.5,239,272,1.8,439,,,,34,,580,0.59,,,,,Olahan,Ikan dsb
GP062,"Gete kuah asam, masakan",80.1,75,8.2,2.0,6.0,,3.8,1620,880,0.8,260,150.0,0.10,1.5,,,,,,0.1,,,Olahan,Ikan dsb
GP063,"Gulai asam keueung, masakan",86.0,52,10.0,0.5,1.8,,1.7,62,102,0.3,332,141.0,,1.0,,,,0.18,0.34,,,,Olahan,Ikan dsb
GP064,"Gulai ikan paya, masakan",72.1,148,10.0,9.8,5.0,,3.1,103,82,0.7,525,256.0,0.10,0.9,,,,0.26,0.02,,,,Olahan,Ikan dsb
GP065,"Gulai ikan, masakan",75.7,106,16.5,3.3,2.5,,2.0,306,196,4.8,743,,,,86,,2760,0.32,,,,,Olahan,Ikan dsb
GP066,"Gulai keumamah, masakan",81.4,110,5.9,8.2,3.2,,1.3,32,96,1.0,335,121.0,0.20,0.9,,,,0.33,0.04,,,100,Olahan,Ikan dsb
GP067,"Gulai tiram, masakan",73.1,132,9.0,7.2,7.8,,2.9,53,134,3.7,285,133.0,1.10,0.7,389,,,0.29,0.12,,,,Olahan,Ikan dsb
GP068,"Gurame asem manis, masakan",63.1,192,12.7,10.1,12.7,,2.4,283,169,1.1,,,,,19,,1440,0.10,,,,,Olahan,Ikan dsb
GP069,"Ikan asar merah, masakan",69.2,146,17.7,5.9,5.6,,1.6,100,240,4.0,170,310.0,0.30,1.4,224,,,,,,,,Olahan,Ikan dsb
GP070,Jambal goreng,13.4,286,48.5,9.2,2.3,,26.6,207,457,3.3,,,,,109,,160,0.40,,3.1,,,Olahan,Ikan dsb
GP071,"Jukku pallu kaloa, masakan",69.4,15,15.2,4.3,8.8,,2.3,40,170,1.1,605,153.0,0.60,1.1,,,,0.30,0.14,7.5,,,Olahan,Ikan dsb
GP072,"Kaholeo, masakan",11.2,413,28.7,19.8,29.8,,10.5,909,1291,,,1171.0,0.10,3.1,4236,,,1.34,0.03,5.7,,,Olahan,Ikan dsb
GP073,"Lawara penjah, masakan",64.5,207,7.4,15.4,9.6,,2.9,114,219,5.9,683,117.0,0.50,0.7,,38,,0.19,0.04,,14,100,Olahan,Ikan dsb
GP074,"Model, masakan",83.9,79,2.2,4.0,8.6,,1.3,8,33,0.8,147,34.0,0.10,0.5,,,,0.16,0.02,,,,Olahan,Ikan dsb
GP075,"Mujahir acar kuning, masakan",43.1,330,17.8,23.4,12.1,1.1,4.6,154,357,5.3,,,,,24,,4130,0.15,,,,,Olahan,Ikan dsb
GP076,"Parede baleh, masakan",80.0,87,10.5,2.5,5.5,,1.5,35,215,0.9,416,59.0,0.10,0.2,,,,0.24,,0.7,,,Olahan,Ikan dsb
GP077,Pempek adaan,62.6,162,4.9,3.0,27.8,,1.7,26,116,1.0,488,119.0,0.10,0.2,,,,0.30,0.03,1.0,,,Olahan,Ikan dsb
GP078,Pempek belida,61.4,156,4.2,1.4,31.6,0.2,1.4,100,55,3.3,,,,,,,,0.03,,,,,Olahan,Ikan dsb
GP079,Pempek kapal selam,63.4,152,4.5,2.3,28.2,,1.6,19,115,1.6,628,91.0,0.10,0.2,,,,0.20,0.03,1.0,,,Olahan,Ikan dsb
GP080,Pempek kelesan,53.0,211,12.3,6.1,26.6,0.4,2.0,840,176,1.8,,,,,14,,888,0.25,,,,,Olahan,Ikan dsb
GP081,Pempek kulit,45.7,243,5.2,7.3,39.1,,2.7,16,96,2.0,555,102.0,0.10,0.6,,,,0.20,0.02,0.9,,,Olahan,Ikan dsb
GP082,Pempek telur,62.4,156,4.7,2.7,28.3,,1.9,13,83,1.3,448,48.0,0.10,0.6,,,,0.20,0.05,1.1,,,Olahan,Ikan dsb
GP083,Pempek tenggiri,56.3,173,7.2,1.2,33.4,0.2,1.9,164,80,3.1,,,,,,,,0.02,,,,,Olahan,Ikan dsb
GP084,"Pencok lele, masakan",47.5,372,7.8,36.3,3.5,,4.9,289,295,5.3,,,,,64,,12070,0.12,,,,,Olahan,Ikan dsb
GP085,"Pinda, masakan",71.0,107,15.9,0.6,0.4,,3.1,375,336,1.9,526,330.0,0.20,1.0,896,,,0.89,0.05,0.5,,,Olahan,Ikan dsb
GP086,"Pindang kenari, masakan",80.1,124,9.5,9.6,,,2.8,120,220,1.3,370,270.0,0.30,1.2,18,381,,,,0.1,,,Olahan,Ikan dsb
GP087,"Saboko gurita, masakan",76.2,87,15.7,1.5,2.6,,4.1,60,14,2.1,200,180.0,0.90,4.0,38,,,,,,,,Olahan,Ikan dsb
GP088,"Saboko saltan, masakan",76.0,113,17.1,3.6,3.0,,0.3,240,60,0.5,40,350.0,0.20,0.6,27,,,,,0.1,,,Olahan,Ikan dsb
GP089,"Saboko sardin, masakan",70.0,110,12.9,4.3,4.9,,7.9,220,520,6.0,200,280.0,0.20,3.9,37,,,,,,,,Olahan,Ikan dsb
GP090,Sate Bandeng,47.1,283,12.1,16.8,20.9,2.0,3.1,118,186,1.2,543,199.0,0.20,0.9,,2,,0.02,0.02,,0.3,82,Olahan,Ikan dsb
GP091,"Sepi, masakan",66.1,88,7.9,1.6,10.6,,13.8,924,350,2.3,873,258.0,1.00,1.1,783,,,,,,,,Olahan,Ikan dsb
GP092,Tekwan,86.7,53,1.9,0.9,9.4,,1.1,9,41,1.0,174,42.0,,,99,,,0.10,0.02,0.4,,,Olahan,Ikan dsb
GP093,"Teri balado, masakan",25.8,365,23.7,22.3,17.5,,10.9,869,348,4.0,,,,,27,,1567,0.13,,,,,Olahan,Ikan dsb
GP094,Tumis bandeng,70.5,189,11.3,15.7,0.6,,1.9,56,129,0.4,314,280.0,0.10,0.7,579,,,0.46,0.02,,,,Olahan,Ikan dsb
GP095,Tumis keumamah,45.7,300,14.5,20.0,15.5,4.5,4.3,,,,,,,,,8,,0.63,0.04,,7,100,Olahan,Ikan dsb
GR001,"Ikan bader, segar",66.0,193,19.0,13.0,,,2.0,48,150,0.4,118,264.9,0.10,0.2,45,,,0.01,0.10,4.1,,,Tunggal,Ikan dsb
GR002,"Ikan balong, segar",76.5,107,16.5,3.9,1.5,,1.5,54,202,2.0,86,253.4,0.50,1.0,25,,,0.05,0.10,2.5,,,Tunggal,Ikan dsb
GR003,"Ikan bambangan, segar",73.7,112,20.0,1.3,3.7,,1.3,98,120,3.0,148,258.7,,0.1,,,,0.07,,0.3,,,Tunggal,Ikan dsb
GR004,"Ikan bandeng, segar",74.0,123,20.0,4.8,,,1.2,20,150,2.0,67,271.1,,0.9,45,21,,0.05,0.10,6.0,,,Tunggal,Ikan dsb
GR005,"Ikan banjar, segar",73.5,111,19.4,0.9,4.8,,1.4,68,278,7.3,99,338.7,0.20,0.6,,62,,0.03,0.20,7.3,,,Tunggal,Ikan dsb
GR006,"Ikan baronang, segar",80.0,78,14.5,0.6,3.7,,1.2,26,521,3.8,26,692.0,4.70,4.1,732,,,0.20,0.04,3.0,,,Tunggal,Ikan dsb
GR007,"Ikan batung, segar",75.7,115,14.5,4.6,4.2,,1.1,,207,,42,361.0,0.20,0.9,,,,1.20,0.04,1.1,,,Tunggal,Ikan dsb
GR008,"Ikan baung, segar",74.9,123,15.1,5.5,3.3,,1.2,5,146,1.3,32,349.0,0.10,0.7,,,,0.20,0.03,1.2,,,Tunggal,Ikan dsb
GR009,"Ikan bawal, segar",78.0,91,19.0,1.7,,,1.3,20,150,2.0,129,233.3,0.10,0.3,45,,,0.05,0.10,1.8,,,Tunggal,Ikan dsb
GR010,"Ikan Belida, segar",79.2,80,14.7,1.4,2.2,,2.3,303,315,1.3,41,356.0,,0.8,,,,1.20,0.14,1.4,,,Tunggal,Ikan dsb
GR011,"Belut, segar",81.5,70,14.6,0.8,1.0,,2.1,49,155,1.5,55,169.0,0.20,1.2,,,,0.22,0.12,7.7,,,Tunggal,Ikan dsb
GR012,"Belut,laut, segar",79.5,93,12.8,1.5,6.1,,4.1,60,199,3.0,33,175.9,0.10,1.0,51,3,71,0.06,,2.7,,,Tunggal,Ikan dsb
GR013,"Ikan beunteur, segar",70.0,109,17.0,4.0,,,9.0,500,500,1.0,109,323.5,0.60,1.3,45,,,0.05,0.10,2.6,,,Tunggal,Ikan dsb
GR014,"Ikan biawan, segar",79.1,90,14.9,2.5,2.1,,1.4,125,265,1.0,35,207.0,0.40,0.6,,,,0.36,0.03,2.9,,,Tunggal,Ikan dsb
GR015,"Ikan bili, segar",68.3,88,14.2,0.7,6.2,,10.6,27,1760,1.5,217,202.0,,4.1,,,,0.72,0.09,2.7,,,Tunggal,Ikan dsb
GR016,"Ikan bubara, segar",75.5,100,14.7,2.4,4.9,,1.6,90,90,0.4,390,390.0,0.70,0.8,,,,,,,,,Tunggal,Ikan dsb
GR017,"Ikan bulan-bulan, segar",66.7,134,25.5,1.3,5.0,,1.5,29,29,0.5,197,489.0,0.10,0.5,,,,0.30,0.02,0.8,,,Tunggal,Ikan dsb
GR018,"Ikan, cakalang, segar",73.0,107,19.6,0.7,5.5,,1.2,23,242,2.9,66,239.0,0.20,0.6,386,,,0.17,0.05,21.7,,,Tunggal,Ikan dsb
GR019,"Ikan cakalang, hati, segar",73.4,120,11.3,3.9,10.0,,1.4,30,30,0.9,420,280.0,1.60,4.3,,,,,,0.2,,,Tunggal,Ikan dsb
GR020,"Ikan cakalang, jantung, segar",76.3,116,11.2,1.2,10.2,,1.1,10,40,3.4,360,250.0,0.50,1.9,908,,,,,0.1,,,Tunggal,Ikan dsb
GR021,"Ikan cakalang, perut, segar",79.1,86,10.2,1.1,8.7,,0.9,20,110,2.1,230,210.0,0.30,9.3,,,,0.24,,0.3,,,Tunggal,Ikan dsb
GR022,"Cumi-cumi, segar",82.2,75,16.1,0.7,0.1,,0.9,32,200,1.8,37,204.1,1.60,1.3,,20,,0.08,,2.5,,,Tunggal,Ikan dsb
GR023,"Ikan daun, segar",78.6,101,11.5,4.1,4.6,,1.2,80,210,0.8,120,270.0,0.10,0.9,,,,0.08,0.07,0.1,,,Tunggal,Ikan dsb
GR024,"Ikan ekor kuning, segar",74.1,108,22.3,1.2,2.1,,0.3,30,220,0.5,50,230.0,0.10,0.6,40,29,,,0.10,0.2,,,Tunggal,Ikan dsb
GR025,"Ikan gabus, segar",79.6,80,16.2,0.5,2.6,,1.1,170,139,0.1,65,254.0,0.30,0.4,335,,,0.40,0.20,0.1,,,Tunggal,Ikan dsb
GR026,"Ikan Heu, segar",75.6,81,10.0,1.6,6.6,,6.2,1910,990,2.1,240,210.0,0.10,2.7,,,,0.87,,0.2,,,Tunggal,Ikan dsb
GR027,"Ikan hitam, segar",78.2,101,10.3,3.7,6.7,,1.1,50,140,0.4,70,210.0,,0.4,67,,,,0.10,0.1,,,Tunggal,Ikan dsb
GR028,"Ikan hiu, segar",85.7,57,10.7,0.3,2.2,,1.1,75,206,2.0,,,0.02,,,,,0.05,,,,,Tunggal,Ikan dsb
GR029,"Ikan kacangan, segar",80.7,77,15.6,0.9,1.6,,1.2,94,170,1.7,,,,,18,,,0.07,,,,,Tunggal,Ikan dsb
GR030,"Ikan kakap, segar",77.0,92,20.0,0.7,,,2.3,20,200,1.0,,,,,9,,,0.05,,,,,Tunggal,Ikan dsb
GR031,"Ikan kakatua, segar",79.7,82,11.4,1.2,6.4,,1.3,20,160,0.4,90,300.0,0.10,0.3,18,,,,,0.2,,,Tunggal,Ikan dsb
GR032,"Ikan kalaban, segar",80.3,77,16.4,0.7,1.3,,1.3,182,248,0.9,40,334.0,0.70,0.8,,,,0.16,0.15,1.9,,,Tunggal,Ikan dsb
GR033,"Ikan Kamera, segar",78.5,86,19.7,0.8,,,1.3,50,170,0.3,90,290.0,0.30,0.1,26,,,,0.08,0.1,,,Tunggal,Ikan dsb
GR034,"Ikan kapar, segar",74.2,132,17.0,6.7,0.8,,1.3,151,272,1.2,78,229.0,0.90,0.7,,,,0.07,0.03,,,,Tunggal,Ikan dsb
GR035,"Ikan kawalinya, segar",76.1,110,12.6,4.2,5.4,,1.7,80,300,1.5,340,300.0,0.20,1.4,146,,,,,0.2,,,Tunggal,Ikan dsb
GR036,"Ikan oci, kembung, segar",71.4,125,21.3,3.4,2.2,,1.7,136,69,0.8,214,245.0,0.20,1.1,,,,0.26,0.03,0.2,,80,Tunggal,Ikan dsb
GR037,"Keong, segar",81.0,64,12.0,1.0,2.0,,4.0,217,78,1.7,231,9.0,0.37,0.1,,244,,,,,,46,Tunggal,Ikan dsb
GR038,"Kepiting, segar",68.1,151,13.8,3.8,14.1,,0.2,210,250,1.1,,,,,61,,,0.05,,,,45,Tunggal,Ikan dsb
GR039,"Kerang, segar",78.2,101,14.4,2.6,3.9,,0.9,321,270,15.6,,,,,,,,0.01,,,,100,Tunggal,Ikan dsb
GR040,"Ikan keru-keru, segar",77.2,93,16.5,2.1,0.8,,3.4,65,217,2.4,137,255.3,0.34,0.7,,,,0.01,0.09,1.6,,55,Tunggal,Ikan dsb
GR041,"Ikan kima, segar",82.1,70,10.8,0.7,5.2,,1.2,53,72,2.0,342,101.0,0.50,0.5,401,,,0.22,0.05,5.8,,,Tunggal,Ikan dsb
GR042,"Kodok, segar",81.9,73,16.4,0.3,,,1.4,18,147,1.1,,,,,,,,0.14,,,,65,Tunggal,Ikan dsb
GR043,"Kura-kura, segar",80.0,83,19.1,0.2,,,0.7,27,87,0.7,,,,,,,,0.20,,,,70,Tunggal,Ikan dsb
GR044,"Kuro, segar",79.9,87,16.0,2.2,1.0,,0.9,75,136,1.0,,,,,6,,,0.04,,,,52,Tunggal,Ikan dsb
GR045,"Ikan lais, segar",65.0,161,11.9,11.5,2.4,,9.2,70,237,,,,,,,,,0.05,,,,62,Tunggal,Ikan dsb
GR046,"Ikan layang, segar",74.0,109,22.0,1.7,,,2.3,50,150,2.0,,,,,45,,,0.05,,,,80,Tunggal,Ikan dsb
GR047,"Ikan layur, segar",80.1,82,18.0,1.0,0.4,,0.5,48,229,2.2,,,,,4,,,0.04,,,,49,Tunggal,Ikan dsb
GR048,"Ikan lehoma, segar",77.6,90,20.4,0.9,,,1.1,88,270,0.7,56,281.0,0.30,0.9,1047,,,0.32,0.03,0.2,,,Tunggal,Ikan dsb
GR049,"Ikan lemuru, segar",76.0,112,20.0,3.0,,,1.0,20,100,1.0,,,,,30,,,0.05,,,,80,Tunggal,Ikan dsb
GR050,"Ikan lidah, segar",78.3,104,15.6,3.2,2.0,,0.9,30,143,2.0,,,,,33,,,0.03,,,,,Tunggal,Ikan dsb
GR051,"Lokan, segar",80.9,217,11.0,1.7,5.1,,1.3,20,390,10.9,3,7.0,0.20,2.7,,,,0.45,0.07,,,,Tunggal,Ikan dsb
GR052,"Ikan malalugis, segar",75.6,99,20.6,1.4,0.9,,1.5,164,330,0.5,76,282.0,0.20,0.9,661,,,0.30,0.02,0.5,,,Tunggal,Ikan dsb
GR053,"Ikan mamar merah, segar",75.0,115,15.3,4.0,4.4,,1.3,60,190,1.6,120,240.0,0.20,1.0,,,,0.20,0.10,0.1,,,Tunggal,Ikan dsb
GR054,"Ikan mas, segar",80.0,86,16.0,2.0,,,2.0,20,150,2.0,65,276.7,0.10,1.1,45,8,,0.05,0.10,2.6,,80,Tunggal,Ikan dsb
GR055,"Ikan mayong, segar",78.2,97,17.9,2.0,0.4,,1.5,40,100,2.5,,,,,21,,,0.10,,,,89,Tunggal,Ikan dsb
GR056,"Ikan mujahir, segar",79.7,89,18.7,1.0,,,1.1,96,209,1.5,51,265.8,,0.2,6,3,5,0.03,0.10,2.0,,80,Tunggal,Ikan dsb
GR057,"Ikan nasu metti, segar",65.3,154,16.8,5.0,10.5,,2.4,80,244,1.6,421,488.0,0.20,1.2,,,,0.47,0.15,9.6,,,Tunggal,Ikan dsb
GR058,"Ikan paling, segar",58.0,303,14.0,27.0,,,1.0,20,200,1.0,43,,,,485,,,0.10,,,2,100,Tunggal,Ikan dsb
GR059,"Ikan papuyu/ betok, segar",75.0,120,14.3,4.9,4.6,,1.2,329,436,1.5,240,169.0,0.80,1.1,,,,,0.05,3.1,,,Tunggal,Ikan dsb
GR060,"Ikan Patin, segar",74.4,132,17.0,6.6,1.1,,0.9,31,173,1.6,77,346.0,0.70,0.8,,7,,0.20,0.03,1.7,,,Tunggal,Ikan dsb
GR061,"Ikan pomo, segar",68.3,147,22.5,5.2,2.6,,1.4,80,230,1.3,,380.0,0.20,0.7,89,,,,,,,,Tunggal,Ikan dsb
GR062,"Ikan Puntin, segar",81.1,76,14.4,1.1,2.2,,1.2,28,166,,,325.0,0.10,0.6,,,,0.31,0.11,,,,Tunggal,Ikan dsb
GR063,"Rajungan, segar",80.2,76,12.1,2.0,2.4,,2.7,721,214,2.2,69,192.0,1.70,2.9,599,40,,0.20,0.25,0.2,,,Tunggal,Ikan dsb
GR064,"Rebon, udang kecil, segar",79.0,81,16.2,1.2,0.7,,2.9,757,292,2.2,169,202.9,0.70,1.2,18,,,0.04,0.10,2.4,,100,Tunggal,Ikan dsb
GR065,"Ikan saluang, segar",74.8,113,13.9,4.9,3.4,,3.0,642,646,1.9,51,182.0,0.80,3.6,,,,0.21,0.02,1.8,,89,Tunggal,Ikan dsb
GR066,"Ikan sarden, segar",72.7,109,19.9,1.8,3.4,,2.2,95,597,1.3,266,227.0,0.30,2.0,195,,,0.26,0.03,4.4,,,Tunggal,Ikan dsb
GR067,"Ikan selar, segar",75.4,100,18.8,2.2,,,3.6,40,179,0.5,43,392.6,0.10,0.3,45,,,0.37,0.20,3.4,,48,Tunggal,Ikan dsb
GR068,"Ikan sepat, segar",78.8,84,15.2,0.6,4.7,,0.8,68,171,2.1,211,198.0,0.70,0.6,,,,0.16,0.03,1.9,,75,Tunggal,Ikan dsb
GR069,"Ikan sidat, segar",71.3,81,11.4,1.9,3.8,,11.6,118,174,3.0,46,245.9,,1.5,15,,,,0.40,3.2,,100,Tunggal,Ikan dsb
GR070,"Ikan sunu, segar",75.5,111,13.3,3.4,6.7,,1.1,86,174,1.2,91,197.0,,0.6,309,,,1.03,0.10,0.2,,70,Tunggal,Ikan dsb
GR071,"Ikan tahuman, segar",77.4,88,15.9,0.9,4.1,,1.8,221,223,,24,364.0,0.40,0.7,,,,0.20,0.25,1.6,,,Tunggal,Ikan dsb
GR072,"Ikan Sale, segar",8.5,534,40.2,39.3,4.9,2.0,7.1,199,1244,2.7,673,673.0,0.30,2.6,,410,,0.02,0.50,,0.2,100,Tunggal,Ikan dsb
GR073,"Ikan tarmon, segar",76.7,96,19.5,1.1,2.0,,0.8,9,129,0.3,43,154.0,0.10,0.5,,,,0.15,0.02,1.7,,,Tunggal,Ikan dsb
GR074,"Ikan telan, segar",75.3,95,15.8,0.7,6.5,,1.7,503,354,0.2,58,294.0,1.60,1.2,,,,0.18,0.02,1.9,,,Tunggal,Ikan dsb
GR075,"Ikan tembang, segar",65.0,204,16.0,15.0,,,4.0,20,200,2.0,341,291.0,0.40,2.6,30,,,0.05,,5.6,,80,Tunggal,Ikan dsb
GR076,"Ikan tempahas, segar",78.9,101,15.1,4.1,1.0,,0.9,32,163,,50,320.0,0.70,0.6,,,,0.02,0.05,1.5,,,Tunggal,Ikan dsb
GR077,"Ikan terbang, segar",76.1,98,19.6,1.7,1.0,,1.6,90,190,0.6,90,320.0,0.10,0.5,39,,,,0.10,0.1,,,Tunggal,Ikan dsb
GR078,"Ikan teri, segar",80.0,74,10.3,1.4,4.1,,4.2,972,253,3.9,554,126.1,305.20,0.2,13,,28,0.24,0.10,1.9,,100,Tunggal,Ikan dsb
GR079,"Ikan titang, segar",78.8,82,17.4,0.4,2.3,,1.1,145,130,1.8,110,275.0,0.10,0.8,581,,,0.64,0.03,1.5,,,Tunggal,Ikan dsb
GR080,"Ikan tongkol, segar",74.7,100,13.7,1.5,8.0,,2.1,92,606,1.7,202,227.0,0.20,1.6,181,,,0.35,0.03,6.6,,100,Tunggal,Ikan dsb
GR081,"Ikan turi, segar",76.9,96,19.2,2.0,0.2,,2.1,340,340,0.8,370,300.0,0.10,2.0,26,,,,,,,,Tunggal,Ikan dsb
GR082,"Udang, besar, segar",85.5,56,11.4,0.6,1.2,,1.3,30,20,0.3,190,210.0,0.40,0.8,,0.1,,0.14,,0.1,,68,Tunggal,Ikan dsb
GR083,"Udang galah, segar",79.0,81,16.5,0.3,3.0,,1.2,87,167,0.7,95,132.0,0.70,1.2,,3,,0.24,0.03,2.9,,68,Tunggal,Ikan dsb
GR084,"Udang, segar",75.0,91,21.0,0.2,0.1,,3.7,136,170,8.0,178,222.4,0.30,1.3,18,4,,0.01,0.40,3.7,,68,Tunggal,Ikan dsb
HP001,"Telur ayam, dadar, masakan",61.9,251,16.3,19.4,1.4,,1.0,62,250,2.5,,,,,36,,221,0.21,,,,100,Olahan,Telur
HP002,"Telur bebek, asin, mentah",66.5,179,13.6,13.3,4.4,,2.2,120,157,1.8,483,140.1,,,253,13,,0.28,0.98,0.6,,83,Olahan,Telur
HP003,"Telur bebek, dadar, masakan",55.1,301,20.0,23.7,,,1.2,71,600,9.2,,,,,122,,613,0.35,,,,100,Olahan,Telur
HP004,"Ikan, telur, asin, mentah",37.8,358,20.7,26.4,9.4,,5.7,48,311,15.1,2684,59.0,0.40,3.0,1866,,,0.21,0.54,2.1,,100,Olahan,Telur
HP005,"Bayau mi balu, masakan",36.1,313,6.0,12.2,44.8,,0.9,,,,,,,,783,89,,0.14,0.27,9.7,,100,Olahan,Telur
HP006,"Cucuru bayau, masakan",35.0,349,6.8,18.7,38.3,,1.2,,,,,,,,,123,,0.06,0.25,,,100,Olahan,Telur
HP007,"Kalio telur, masakan",79.0,193,10.6,12.4,9.7,,1.4,148,246,3.8,540,,,,160,,3600,0.44,,,,100,Olahan,Telur
HR001,"Telur ayam kampung, segar",73.1,174,10.8,14.0,1.2,,0.9,68,268,4.9,190,141.0,0.60,1.5,203,23,125,0.78,0.62,0.2,,87,Tunggal,Telur
HR002,"Telur ayam ras, segar",74.3,154,12.4,10.8,0.7,,0.8,86,258,3.0,142,118.5,0.16,1.0,61,22,104,0.12,0.38,0.2,,89,Tunggal,Telur
HR003,"Telur ayam ras, bagian kuning, segar",49.4,355,16.3,31.9,0.7,,1.7,147,586,7.2,111,107.5,0.20,2.5,606,63,,0.27,0.51,0.2,,100,Tunggal,Telur
HR004,"Telur ayam ras, bagian putih, segar",87.8,50,10.8,,0.8,,0.6,6,17,0.2,164,138.5,0.03,0.4,,,,,0.26,0.4,,100,Tunggal,Telur
HR005,"Telur bebek alabio, segar",70.0,187,11.8,14.2,3.0,,1.0,60,268,6.0,115,80.0,0.60,1.7,180,437,,1.55,0.37,0.1,,90,Tunggal,Telur
HR006,"Telur bebek, bagian kuning, segar",47.0,386,17.0,35.0,0.8,,0.2,150,400,7.0,106,90.7,0.09,2.5,870,747,,0.60,0.68,1.4,,100,Tunggal,Telur
HR007,"Telur bebek, bagian putih, segar",88.0,54,11.0,,0.8,,0.2,21,20,0.1,184,150.2,0.13,0.1,,,,0.01,0.02,0.1,,100,Tunggal,Telur
HR008,"Telur bebek tambak, segar",67.7,187,10.9,12.4,7.9,,1.1,64,295,5.4,209,146.0,0.40,1.8,378,471,375,1.62,0.03,0.1,,90,Tunggal,Telur
